,id,application_date,contracts,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan
0,2925210,2024-02-12,,-3,-3,-3
1,2925211,2024-02-12,"[{""contract_id"": 522530, ""bank"": ""003"", ""summa"": 500000000, ""loan_summa"": 0, ""claim_date"": ""13.02.2020"", ""claim_id"": 609965, ""contract_date"": ""17.02.2020""}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""28.08.2020"", ""claim_id"": ""F00013731"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.10.2020"", ""claim_id"": ""F00021301"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""25.11.2020"", ""claim_id"": ""F00037907"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""053"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""09.12.2020"", ""claim_id"": 34852, ""contract_date"": """"}, {""contract_id"": 35163, ""bank"": ""053"", ""summa"": 510000000, ""loan_summa"": 0, ""claim_date"": ""15.12.2020"", ""claim_id"": 35163, ""contract_date"": ""21.12.2020""}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""26.01.2021"", ""claim_id"": ""F00058018"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.07.2021"", ""claim_id"": ""F00125905"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.07.2021"", ""claim_id"": 1535899, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""19.07.2021"", ""claim_id"": 1573562, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""009"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.07.2022"", ""claim_id"": 1296934, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""05.10.2022"", ""claim_id"": 5554725, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""22.11.2022"", ""claim_id"": ""F00551424"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""23.11.2022"", ""claim_id"": 551830909, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""23.11.2022"", ""claim_id"": 6020431, ""contract_date"": """"}, {""contract_id"": 500873, ""bank"": ""055"", ""summa"": 500000000, ""loan_summa"": 0, ""claim_date"": ""09.12.2022"", ""claim_id"": 451262, ""contract_date"": ""12.12.2022""}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""05.01.2023"", ""claim_id"": ""F00612689"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.02.2023"", ""claim_id"": ""F00661674"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""31.05.2023"", ""claim_id"": ""F00895512"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.06.2023"", ""claim_id"": 13497747, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""10.07.2023"", ""claim_id"": ""F00081453"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""10.07.2023"", ""claim_id"": 13844974, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.08.2023"", ""claim_id"": ""F01099265"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""14.08.2023"", ""claim_id"": ""F00081469"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.09.2023"", ""claim_id"": ""F01208844"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.09.2023"", ""claim_id"": ""F00081484"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.10.2023"", ""claim_id"": ""F01299305"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""14.11.2023"", ""claim_id"": ""F01390677"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""20.11.2023"", ""claim_id"": ""F00081529"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553916385, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553916471, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553917055, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553917253, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553918199, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553919210, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553919292, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.12.2023"", ""claim_id"": 553924738, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.12.2023"", ""claim_id"": 553925254, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": ""F01488566"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937368, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937470, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937495, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937498, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553939870, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553941910, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553966065, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553966377, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553966818, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553967280, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""19.12.2023"", ""claim_id"": 553980562, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""20.12.2023"", ""claim_id"": 553985013, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""20.12.2023"", ""claim_id"": 553985222, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""22.12.2023"", ""claim_id"": 554005943, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""22.12.2023"", ""claim_id"": 554007321, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""25.12.2023"", ""claim_id"": 554032488, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""25.12.2023"", ""claim_id"": 554033101, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""26.12.2023"", ""claim_id"": 500010296, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""26.12.2023"", ""claim_id"": 554042327, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""28.12.2023"", ""claim_id"": 554064172, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""28.12.2023"", ""claim_id"": 554064222, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""03.01.2024"", ""claim_id"": 554123383, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123495, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123717, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123737, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123860, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.01.2024"", ""claim_id"": 500010398, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.01.2024"", ""claim_id"": 500010399, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.01.2024"", ""claim_id"": 500010400, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""09.01.2024"", ""claim_id"": 500010418, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""11.01.2024"", ""claim_id"": 500010455, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.01.2024"", ""claim_id"": 500010469, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.01.2024"", ""claim_id"": 500010508, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.01.2024"", ""claim_id"": 500010509, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""16.01.2024"", ""claim_id"": 554231454, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""17.01.2024"", ""claim_id"": ""F01602545"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""17.01.2024"", ""claim_id"": 500010530, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""31.01.2024"", ""claim_id"": 554379703, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447670, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447788, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447833, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447871, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.02.2024"", ""claim_id"": 554498885, ""contract_date"": """"}]",15,0,427
2,2925212,2024-02-12,,-3,-3,-3
3,2925213,2024-02-12,"[{""contract_id"": 522530, ""bank"": ""003"", ""summa"": 500000000, ""loan_summa"": 0, ""claim_date"": ""13.02.2020"", ""claim_id"": 609965, ""contract_date"": ""17.02.2020""}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""28.08.2020"", ""claim_id"": ""F00013731"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.10.2020"", ""claim_id"": ""F00021301"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""25.11.2020"", ""claim_id"": ""F00037907"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""053"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""09.12.2020"", ""claim_id"": 34852, ""contract_date"": """"}, {""contract_id"": 35163, ""bank"": ""053"", ""summa"": 510000000, ""loan_summa"": 0, ""claim_date"": ""15.12.2020"", ""claim_id"": 35163, ""contract_date"": ""21.12.2020""}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""26.01.2021"", ""claim_id"": ""F00058018"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.07.2021"", ""claim_id"": ""F00125905"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.07.2021"", ""claim_id"": 1535899, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""19.07.2021"", ""claim_id"": 1573562, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""009"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.07.2022"", ""claim_id"": 1296934, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""05.10.2022"", ""claim_id"": 5554725, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""22.11.2022"", ""claim_id"": ""F00551424"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""23.11.2022"", ""claim_id"": 551830909, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""23.11.2022"", ""claim_id"": 6020431, ""contract_date"": """"}, {""contract_id"": 500873, ""bank"": ""055"", ""summa"": 500000000, ""loan_summa"": 0, ""claim_date"": ""09.12.2022"", ""claim_id"": 451262, ""contract_date"": ""12.12.2022""}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""05.01.2023"", ""claim_id"": ""F00612689"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.02.2023"", ""claim_id"": ""F00661674"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""31.05.2023"", ""claim_id"": ""F00895512"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.06.2023"", ""claim_id"": 13497747, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""10.07.2023"", ""claim_id"": ""F00081453"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""062"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""10.07.2023"", ""claim_id"": 13844974, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.08.2023"", ""claim_id"": ""F01099265"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""14.08.2023"", ""claim_id"": ""F00081469"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.09.2023"", ""claim_id"": ""F01208844"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.09.2023"", ""claim_id"": ""F00081484"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.10.2023"", ""claim_id"": ""F01299305"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""14.11.2023"", ""claim_id"": ""F01390677"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""20.11.2023"", ""claim_id"": ""F00081529"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553916385, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553916471, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553917055, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553917253, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553918199, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553919210, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.12.2023"", ""claim_id"": 553919292, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.12.2023"", ""claim_id"": 553924738, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.12.2023"", ""claim_id"": 553925254, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": ""F01488566"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937368, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937470, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937495, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553937498, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553939870, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.12.2023"", ""claim_id"": 553941910, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553966065, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553966377, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553966818, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""18.12.2023"", ""claim_id"": 553967280, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""19.12.2023"", ""claim_id"": 553980562, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""20.12.2023"", ""claim_id"": 553985013, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""20.12.2023"", ""claim_id"": 553985222, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""22.12.2023"", ""claim_id"": 554005943, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""22.12.2023"", ""claim_id"": 554007321, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""25.12.2023"", ""claim_id"": 554032488, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""25.12.2023"", ""claim_id"": 554033101, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""26.12.2023"", ""claim_id"": 500010296, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""26.12.2023"", ""claim_id"": 554042327, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""28.12.2023"", ""claim_id"": 554064172, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""28.12.2023"", ""claim_id"": 554064222, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""03.01.2024"", ""claim_id"": 554123383, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123495, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123717, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123737, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""04.01.2024"", ""claim_id"": 554123860, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.01.2024"", ""claim_id"": 500010398, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.01.2024"", ""claim_id"": 500010399, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""08.01.2024"", ""claim_id"": 500010400, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""09.01.2024"", ""claim_id"": 500010418, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""11.01.2024"", ""claim_id"": 500010455, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""12.01.2024"", ""claim_id"": 500010469, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.01.2024"", ""claim_id"": 500010508, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""15.01.2024"", ""claim_id"": 500010509, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""16.01.2024"", ""claim_id"": 554231454, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""014"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""17.01.2024"", ""claim_id"": ""F01602545"", ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""17.01.2024"", ""claim_id"": 500010530, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""31.01.2024"", ""claim_id"": 554379703, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447670, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447788, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447833, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""07.02.2024"", ""claim_id"": 554447871, ""contract_date"": """"}, {""contract_id"": """", ""bank"": ""063"", ""summa"": """", ""loan_summa"": """", ""claim_date"": ""13.02.2024"", ""claim_id"": 554498885, ""contract_date"": """"}]",15,0,427
4,2925214,2024-02-12,,-3,-3,-3
